TYPE,SADDR,DADDR,PROTOCOL,I-COUNT,O-COUNT,TIMESTAMP,BYTES
OUT,142.250.82.211,10.81.20.225,UDP,50,236,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,50,236,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,50,236,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,50,236,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,50,236,1970-01-01 05:46:01,1227
IN,142.250.82.211,10.81.20.225,UDP,51,236,1970-01-01 05:46:01,1227
OUT,142.250.82.215,10.81.20.225,UDP,25,57,1970-01-01 05:46:01,92
OUT,142.250.82.211,10.81.20.225,UDP,51,242,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,51,242,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,51,242,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,51,242,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,51,242,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,51,242,1970-01-01 05:46:01,1227
OUT,142.250.82.215,10.81.20.225,UDP,25,58,1970-01-01 05:46:01,92
IN,142.250.82.211,10.81.20.225,UDP,52,242,1970-01-01 05:46:01,1227
IN,142.250.82.215,10.81.20.225,UDP,26,58,1970-01-01 05:46:01,92
OUT,142.250.82.211,10.81.20.225,UDP,52,248,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,52,248,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,52,248,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,52,248,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,52,248,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,52,248,1970-01-01 05:46:01,1227
IN,142.250.82.211,10.81.20.225,UDP,53,248,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,53,254,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,53,254,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,53,254,1970-01-01 05:46:01,1227
OUT,142.250.82.211,10.81.20.225,UDP,53,254,1970-01-01 05:46:01,1227
